symptome01,symptome02,symptome03,symptome04,symptome05,symptome06,symptome07,symptome08,symptome09,symptome10,symptome11,symptome12,symptome13,symptome14,maladie
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
destruction complète des muqueuses du nez,destruction complète des muqueuses de la bouche ,destruction complète des muqueuses des cavités de la gorge,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,leishmaniose cutanéo-muqueuse
fortes démangeaisons,atteinte cutanée qui provoque un défigurement,déficience visuelle,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,onchocercose
fièvre,écoulement nasal,yeux rouges et larmoyants,petites taches blanches à l’intérieur des joues,toux,Éruption cutanée semblable à de petites taches rouges,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,rougeole
fièvre,écoulement nasal,yeux rouges et larmoyants,petites taches blanches à l’intérieur des joues,toux,Éruption cutanée semblable à de petites taches rouges,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,rougeole
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre soudain,frissons,mal de tête,douleurs articulaire et musculaire,perte d'appétit,"douleurs abdominales,",maux de dos,nausées et vomissements,épuisement,la déshydratation,la faiblesse,inconnu,inconnu,inconnu,fièvre jaune
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lymphœdème (tuméfaction des tissus),éléphantiasis des membres (épaississement de la peau et des tissus),hydrocèle (tuméfaction scrotale),inflammation localisée de la peau,ganglions lymphatiques,vaisseaux lymphatiques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La filariose lymphatique
lésions ulcérées,ulcéro-croûteuses,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La leishmaniose cutanée
lésions ulcérées,ulcéro-croûteuses,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La leishmaniose cutanée
lésions ulcérées,ulcéro-croûteuses,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,La leishmaniose cutanée
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête, frissons, malaise général, douleurs abdominales,saignements de la peau et des autres organes,peau noirs au niveau des doigts,peau noirs au niveau des orteils et du nez,peau noirs au niveau du nez,choc endotoxique,coagulation intravasculaire disséminée.,inconnu,inconnu,inconnu,Peste septicémique
fièvre,mal de tête, frissons, malaise général, douleurs abdominales,saignements de la peau et des autres organes,peau noirs au niveau des doigts,peau noirs au niveau des orteils et du nez,peau noirs au niveau du nez,choc endotoxique,coagulation intravasculaire disséminée.,inconnu,inconnu,inconnu,Peste septicémique
fièvre,mal de tête, frissons, malaise général, douleurs abdominales,saignements de la peau et des autres organes,peau noirs au niveau des doigts,peau noirs au niveau des orteils et du nez,peau noirs au niveau du nez,choc endotoxique,coagulation intravasculaire disséminée.,inconnu,inconnu,inconnu,Peste septicémique
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
diarrhée,sang dans les selles,douleurs abdominales,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase intestinale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
L’hématurie (sang dans les urines),inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Schistosomiase urogénitale
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
fièvre d’apparition brutale,douleurs articulaires sévères,douleurs musculaires,céphalées,nausées,fatigue,éruptions cutanées,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,chikungunya
